,Identifiant,Url,Titre,Latitude,Longitude,Resume,Capacite_accueil,NombreSdB,NbChambres,NbLits,Type_logement,type_propriete,type_lit,Animal_sur_place,Cuisine,Internet,television,produits_base,Shampooing,Chauffage,Climatisation,machine_laver,seche_linge,parking_sur-place,wifi,television_cable,petit_dejeuner,animaux_acceptes,pourEnfants_famille,adapte_evenements,logement_fumeur,accessibilite,Ascenseur,cheminee_interieur,Interphone,Portier,Piscine,Jacuzzi,salle_sport,Entree_24-24,Cintres,fer_repasser,seche_cheveux,espace_travail_ordi,detecteur_fumee,monoxyde_carbone_detect,kit_secours,fiche_securite,extincteur,porte_chambre_verrou,rection_semaine,reduction_mois,surcout_voyageur_supp,frais_menage,Caution,conditions_annulation,Description,reglement_interieur,duree_minimale_sejour
3450,12850292,https://www.airbnb.fr/rooms/12850292,T3 Lumineux Terrasse Parking,44.8666739704,-0.57310325,"T3 lumineux de 60m² qui comprend un grand séjour avec cuisine ouverte. Deux chambres, Salle de bain et WC séparée. A proximité des transports, du tram C, du nouveau stade et accès direct au Boulevard et Rocade. Place de parking privée.

Joli appartement récemment rénové, proche du centre de Bordeaux, à deux pas du tram et des vélos.

Je laisse des choses pour le petit déjeuner dont machine Senseo et dosettes

Idéal pour un couple avec ou sans enfant ou hommes/femmes d'affaires

Balcon abrité, agréable pour fumer, prendre un café ...
WIFI et grande TV

Une chambre avec vrai lit, un canapé lit dans la seconde chambre.

A 300m du tram et des vélos Vcub. A 15min à pieds des quais de Bordeaux. A 15 min en tram du nouveau stade.

Commerces (supermarché, boulangerie ...) à 5min à pieds.

N'hésitez pas à me demander des conseils et info sur la ville.",4,1,2,0,Logement entier,Appartement,,,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,10,30,15,15,500,Modérées,"Le logement

Joli appartement récemment rénové, proche du centre de Bordeaux, à deux pas du tram et des vélos.

Je laisse des choses pour le petit déjeuner dont machine Senseo et dosettes

Idéal pour un couple avec ou sans enfant ou hommes/femmes d'affaires

Balcon abrité, agréable pour fumer, prendre un café ...

WIFI et grande TV

Une chambre avec vrai lit, un canapé lit dans la seconde chambre.

Accès des voyageurs

A 300m du tram et des vélos Vcub. A 15min à pieds des quais de Bordeaux. A 15 min en tram du nouveau stade.

Commerces (supermarché, boulangerie ...) à 5min à pieds.

Échanges avec les voyageurs

N'hésitez pas à me demander des conseils et info sur la ville.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Pour les fumeurs un cendrier est à disposition sur le balcon mais on ne fume pas à l'intérieur.  Merci",2
2244,9312549,https://www.airbnb.fr/rooms/9312549,Appartement de charme Bordelais,44.8385298735,-0.5702213517,Cet appartement au coeur du quartier historique de Saint-Pierre de Bordeaux vous séduira par son caractère ancien remis au goût du jour avec un design très épuré. Il possède une terrasse et la quiétude du quartier piétonnier qui l'entoure.,2,1,1,0,Logement entier,Appartement,Vrai lit,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30,400,Flexibles,Cet appartement au coeur du quartier historique de Saint-Pierre de Bordeaux vous séduira par son caractère ancien remis au goût du jour avec un design très épuré. Il possède une terrasse et la quiétude du quartier piétonnier qui l'entoure.,"Non fumeur

Pas de fête ni de soirée

",4
4573,13776245,https://www.airbnb.fr/rooms/13776245,super appartement ancien sur les toits de bordeaux,44.8306263481,-0.573976079,"Mon logement est proche de les transports en commun et le centre ville. Vous apprécierez mon logement pour la cuisine, le confort, la hauteur des plafonds et la vue. Mon logement est parfait pour les couples, les voyageurs d'affaires et les familles (avec enfants).",4,1,2,0,Logement entier,Appartement,,,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,21,30,0,75,900,Strictes,"Mon logement est proche de les transports en commun et le centre ville. Vous apprécierez mon logement pour la cuisine, le confort, la hauteur des plafonds et la vue. Mon logement est parfait pour les couples, les voyageurs d'affaires et les familles (avec enfants).

Bordeaux Life Concept est une agence spécialisée dans la location saisonnière et meublée au centre de Bordeaux.



Forts d'une expérience de plus de quinze ans dans la location de vacances sur la presqu'ile du Cap ferret, nous vous faisons profiter de notre savoir-faire et de notre parfaite connaissance de la capitale Girondine.



Sentez-vous ""comme à la maison"" et bénéficiez d'un hébergement convivial, confortable ...",,2
3723,13119553,https://www.airbnb.fr/rooms/13119553,Studio Cosy à Gambetta,44.842505486,-0.5817536236,"En plein centre ville (Place Gambetta) dans un immeuble ancien et privé, au rez-de-chaussée coté cour, studio cozy, très calme, coin cuisine équipée, salle de bains avec wc, 20 m2 environ.
Les lignes de tram A, B et C sont toutes accessibles à pied.

En plein centre ville (Place Gambetta) dans un immeuble ancien et privé, au rez-de-chaussée coté cour, studio cozy, très calme, coin cuisine équipée, salle de bains avec wc, 20 m2 environ.
Les lignes de tram A,B et C sont toutes accessibles à pied.

Par train:
- En tramways (départ devant gare St Jean, lignes C jusqu'à la Place des Quinconces, puis ligne B, arrêt Gambetta, ou à pied en 10 min de la Place des Quinconces).

Studio à 3min de la Station Gambetta (ligne B)

Par avion:
- Avec bus ligne 1 départ Aéroport, descente Place Gambetta.
- Avec la navette départ à l'aéroport, arrêt Place Gambetta.

En plein coeur de Bordeaux, proche commerces, musées, théâtres, restaurants, cinémas...

Respect de la tranquilité des voisins et des biens mis à disposition.",2,1,0,0,Logement entier,Autre,Canapé convertible,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5,250,Modérées,"Le logement

En plein centre ville (Place Gambetta) dans un immeuble ancien et privé, au rez-de-chaussée coté cour, studio cozy, très calme, coin cuisine équipée, salle de bains avec wc, 20 m2 environ.

Les lignes de tram A,B et C sont toutes accessibles à pied.

Accès des voyageurs

Par train:

- En tramways (départ devant gare St Jean, lignes C jusqu'à la Place des Quinconces, puis ligne B, arrêt Gambetta, ou à pied en 10 min de la Place des Quinconces).

Studio à 3min de la Station Gambetta (ligne B)

Par avion:

- Avec bus ligne 1 départ Aéroport, descente Place Gambetta.

- Avec la navette départ à l'aéroport, arrêt Place Gambetta.

Le quartier

En plein coeur de Bordeaux, proche commerces, musées, théâtres, restaurants, cinémas...

Autres remarques

Respect de la tranquilité des voisins et des biens mis à disposition.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux bébés (0-2 ans)

L'heure d'entrée dans les lieux est 11:00 - 17:00.

",2
1774,7361710,https://www.airbnb.fr/rooms/7361710,appartement ancien sur les quais,44.8521272545,-0.5688879989,"vue superbe du balcon, sur tous les quais. Mobilier ancien de qualité. Canapé-lit en plus. 1° étage sur entresol. Entrée, beau séjour, cuisine, chambre, salle de bain.  Bel appartement typiquement bordelais.
Merci de réserver au moins 3 jours avant.

Vue exceptionnelle sur les quais de bordeaux

Devant la station de tramway",4,1,1,0,Logement entier,Appartement,Vrai lit,,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,Flexibles,"Le logement

Vue exceptionnelle sur les quais de bordeaux

Transports

Devant la station de tramway","L'entrée dans les lieux se fait après 16:00

",1
2933,11914696,https://www.airbnb.fr/rooms/11914696,chambre dans colocation Chartrons,44.8636854276,-0.5600960496,Situé proche de tout commerce et à 7 min de l'arrêt du tram B \,2,1,1,1,Chambre privée,Appartement,,,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Flexibles,"Le logement

Appartement lumineux, avec plancher qui donne un aspect chaleureux, proche de toutes commodités et à 5 min des quais des marques

Accès des voyageurs

accès libre à la cuisine, salon et salle de bain

Transports

10 minutes à pieds du tram B et 15 minutes du tram B. 

Ligne 5 s'arrête devant la porte

Bon vivant, respectueux, vis en coloc avec 2 autres personnes. 

Je peux dialoguer sur \/\/ H /\ T s /\ P  si ça peut arranger",,1
2509,10495642,https://www.airbnb.fr/rooms/10495642,Chambre Gare St Jean euro 2016,44.8243868651,-0.5539217676,"Chambre avec lit double
Salle de bain
Wc séparé
Machine à laver 
Séchoir électrique 
Wifi 
Accès au salon/cuisine 
Appartement près de la gare st jean, coter Belcier
Proche des velib, du tram C

Oui le soir avec plaisir !

Accès à la gare en 2 min coter Belcier, proche du tram C gare St Jean ou Belcier 
Bus à la gare également. 
Vélib, taxi etc 
Macdo, Hema, Burger fermier à la gare également",2,1,1,1,Chambre privée,Appartement,Vrai lit,,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Flexibles,"Échanges avec les voyageurs

Oui le soir avec plaisir !

Transports

Accès à la gare en 2 min coter Belcier, proche du tram C gare St Jean ou Belcier 

Bus à la gare également. 

Vélib, taxi etc 

Macdo, Hema, Burger fermier à la gare également",Personne qui respecte le fait que je vive également dans l'appartement et que je travail. Après je souhaite juste du savoir vivre et tout ça dans une bonne ambiance !,1
2318,9649912,https://www.airbnb.fr/rooms/9649912,Apment T3 lumineux balcon au Sud,44.8387504007,-0.6211054329,"Mon appartement est trés lumineux : orienté Est,Sud, Ouest. Vue du 6ème sans vis à vis, balcon charmant pour prendre 1 petit dej l'été. Je dispose de 2 chambres, et 1 autre pièce servant de bureau et dressing. Résidence calme, et sécurisée.

Tout l'appartement

Simply Market à 5 min à pied,un commerce de Presse juste à côté
Des commerces de proximité tout autour : boulangerie, boucherie, pharmacie, tabac, épicerie en face ouverte jusqu'à 22h, restaurant, magasins de vêtements au pied de l'immeuble 
Je vous mets à disposition un petit guide pour vous indiquer les modes de transports, les restos, les visites à Bordeaux

En bas de l'appartement : un accès à la liane 1 de bus qui dessert l'aéroport de Mérignac et la Gare Saint Jean 
A 15 min du centre ville en bus

Station Vélo Vcub : La Glacière Mondésir à 5 min",4,1,2,0,Logement entier,Appartement,,,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,39,0,0,15,200,Flexibles,"Accès des voyageurs

Tout l'appartement

Le quartier

Simply Market à 5 min à pied,un commerce de Presse juste à côté

Des commerces de proximité tout autour : boulangerie, boucherie, pharmacie, tabac, épicerie en face ouverte jusqu'à 22h, restaurant, magasins de vêtements au pied de l'immeuble 

Je vous mets à disposition un petit guide pour vous indiquer les modes de transports, les restos, les visites à Bordeaux

Transports

En bas de l'appartement : un accès à la liane 1 de bus qui dessert l'aéroport de Mérignac et la Gare Saint Jean 

A 15 min du centre ville en bus

Station Vélo Vcub : La Glacière Mondésir à 5 min

J'aime voyager, découvrir de nouveaux horizons, s'enrichir de rencontres



Ma devise : avoir des rêves, y croire et perséverer","L'entrée dans les lieux se fait après 12:00

Pas de règlement spécifique, juste un comportement de personnes civilisées, juste no smoking, pas d'animaux.",2
4471,13654182,https://www.airbnb.fr/rooms/13654182,chambre cosy dans appartement T2 Bordeaux Caudéran,44.8675585733,-0.6326912532,"Mon logement est proche de l'aéroport, arrêt de bus à 5 min à pieds pour le centre ville de Bordeaux (30 min de trajet). Vous apprécierez mon logement pour le confort, le calme. Mon logement est parfait pour les couples et les voyageurs en solo.",2,1,1,0,Chambre privée,Appartement,Vrai lit,,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,150,Flexibles,"Mon logement est proche de l'aéroport, arrêt de bus à 5 min à pieds pour le centre ville de Bordeaux (30 min de trajet). Vous apprécierez mon logement pour le confort, le calme. Mon logement est parfait pour les couples et les voyageurs en solo.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux bébés (0-2 ans)

L'entrée dans les lieux se fait après 14:00

",1
3944,13271634,https://www.airbnb.fr/rooms/13271634,bienvenue a BORDEAUX,44.821177576,-0.573699693,"Appartement ancien totalement rénové à neuf et tout équipé trés proche de la vie nocturne,des restaurants et de tous commerces.Vous apprécierez mon logement pour le quartier en plein centre ville transport en commun en bas de la maison. Mon logement est parfait pour les couples, les voyageurs en solo, les voyageurs d'affaires et les familles (avec enfants).Possibilité de venir vous chercher a la gare ou l aéroport vue que je travail comme vtc.prévénir a l avance",4,1,1,0,Logement entier,Appartement,,,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,10,0,12,300,Strictes,"Appartement ancien totalement rénové à neuf et tout équipé trés proche de la vie nocturne,des restaurants et de tous commerces.Vous apprécierez mon logement pour le quartier en plein centre ville transport en commun en bas de la maison. Mon logement est parfait pour les couples, les voyageurs en solo, les voyageurs d'affaires et les familles (avec enfants).Possibilité de venir vous chercher a la gare ou l aéroport vue que je travail comme vtc.prévénir a l avance","Ne convient pas aux animaux

Pas de fête ni de soirée

L'entrée dans les lieux se fait après 14:00

- Toujours fermer le velux

- Ne pas fumer dans la chambre

-Merci de laisser l'appartement dans le même état de propreté que vous l'avez trouvé.",1
5145,14942983,https://www.airbnb.fr/rooms/14942983,Une chambre dans la Coloc idéal:),44.879230986,-0.574072232,"Dans une Coloc sympas.
Souvent en déplacement  je propose ma chambre de 12m3

Par ce que c est chez nous

Dehors 
A une boulangerie
Au bureau tabac 
A la poste 
Àu tram direction nouveau stade , palais des congrès , par des expos au centre ville 
A la Coloc 
La cuisine 
La salle de bain 
La terrasse 
Le salon 
Les toilettes

Oui si possible ( apero par exemple )

Le centre commercial 
Le Lac ( plage ) 
L accès pour aller en centre ville

Autoroute sortie 4B
Tram C arrêt berge du Lac  direction nouveau stade 
Aéroport tram C plus bus numéro 1",2,1,1,0,Chambre privée,Appartement,Vrai lit,,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,10,30,0,0,0,,"Le logement

Dans une Coloc sympas.

Souvent en déplacement  je propose ma chambre de 12m3

Par ce que c est chez nous

Dehors 

A une boulangerie

Au bureau tabac 

A la poste 

Àu tram direction nouveau stade , palais des congrès , par des expos au centre ville 

A la Coloc 

La cuisine 

La salle de bain 

La terrasse 

Le salon 

Les toilettes

Oui si possible ( apero par exemple )

Le centre commercial 

Le Lac ( plage ) 

L accès pour aller en centre ville

Autoroute sortie 4B

Tram C arrêt berge du Lac  direction nouveau stade 

Aéroport tram C plus bus numéro 1",,2
